item-id,length,width,height,attribute
"ZP006503",550,200,100,"product"
"ZP006507",600,600,100,"product"
"ZP006504",550,200,100,"product"
"ZP006505",550,200,100,"product"
"ZP006506",600,600,50,"product"
"ZP006538",1080,160,10,"product"
"ZP006535",3600,2350,100,"product"
"ZP006535A",3600,2350,100,"product"
"ZP006538A",1080,160,10,"product"
"ZP006537A",1120,280,1720,"product"
"ZP006537",1120,280,1720,"product"
"ZP006541",2600,1700,300,"product"
"ZP006543A",1800,1500,250,"product"
"ZP006590A",2700,2650,50,"product"
"ZP006596",1700,1100,500,"product"
"ZP006591A",2700,2650,50,"product"
"ZP006594",1100,100,100,"product"
"ZP006614",1900,1070,770,"product"
"ZP006614A",1900,1070,770,"product"
"ZP006637",1530,820,390,"product"
"ZP006634",2050,2040,470,"product"
"ZP006638",3230,690,500,"product"
"ZP006635",3740,1240,2500,"product"
"ZP006665A",400,400,1,"product"
"ZP006688",1150,940,940,"product"
"ZP006691",4940,3320,620,"product"
"ZP006692",3790,2580,870,"product"
"ZP006689",2450,1760,1520,"product"
"ZP006690",3100,1700,7600,"product"
"ZP006688A",1150,940,940,"product"
"ZP006686A",4300,2800,3400,"product"
"ZP006693",200,100,500,"product"
"ZP006695",4100,3900,6,"product"
"ZP006756",1510,780,320,"product"
"ZP006755A",1300,650,400,"product"
"ZP006763A",2900,2900,1000,"product"
"ZP006822",590,350,550,"product"
"ZP006822A",590,350,550,"product"
"ZP006824A",800,300,200,"product"
"ZP006845",2500,850,400,"product"
"ZP006845A",2500,850,400,"product"
"ZP006866",4800,4000,20,"product"
"ZP006867",3700,3250,20,"product"
"ZP006921",1000,350,10,"product"
"ZP006921A",1000,350,1,"product"
"ZP006932",2000,1300,1,"product"
"ZP006958A",2600,2100,50,"product"
"ZP006982",800,600,600,"product"
"ZP006982A",800,600,500,"product"
"ZP006987",160,60,1030,"product"
"ZP006985",1600,800,800,"product"
"ZP006985A",1900,600,500,"product"
"ZP006987A",160,60,1030,"product"
"ZP007115",2000,1400,400,"product"
"ZP007115A",2000,1400,400,"product"
"ZP007158A",910,790,30,"product"
"ZP007158",910,790,30,"product"
"ZP007228",2500,1800,300,"product"
"ZP007314A",2120,810,1130,"product"
"ZP007314",2120,810,1130,"product"
"ZP007332A",1800,1000,200,"product"
"ZP007367",930,920,430,"product"
"ZP007367A",930,920,430,"product"
"ZP007395A",1420,1320,1340,"product"
"ZP007393A",1560,1250,960,"product"
"ZP007395",1420,1320,1340,"product"
"ZP007396",1420,1320,1320,"product"
"ZP007393",1560,1250,960,"product"
"ZP007396A",1420,1320,1320,"product"
"ZP007394",1550,1230,930,"product"
"ZP007394A",1550,1230,930,"product"
"ZP007414",2500,2500,1000,"product"
"ZP007426",900,450,450,"product"
"ZP007426A",900,450,450,"product"
"ZP007431A",1850,1300,450,"product"
"ZP007414A",2500,2500,1000,"product"
"ZP007434",1030,160,50,"product"
"ZP007431",1850,1300,450,"product"
"ZP007434A",1030,160,50,"product"
"ZP007422",2950,2620,1100,"product"
"ZP007432A",3480,2000,50,"product"
"ZP007432",3480,2000,50,"product"
"ZP007422A",2950,2620,1100,"product"
"ZP007449A",1900,1600,800,"product"
"ZP007461A",1700,1700,500,"product"
"ZP007462A",600,600,300,"product"
"ZP007463A",2300,1700,100,"product"
"ZP007464A",2500,2000,1100,"product"
"ZP007465A",1800,1000,200,"product"
"ZP007492A",1730,1130,330,"product"
"ZP007492",1730,1130,330,"product"
"ZP007587",1750,800,800,"product"
"ZP007610",3450,2130,350,"product"
"ZP007610A",3450,2130,350,"product"
"ZP007614",3000,2500,1900,"product"
"ZP007622",1750,1150,350,"product"
"ZP007622A",1750,1150,350,"product"
"ZP007653A",1600,1300,550,"product"
"ZP007656A",2300,1400,10,"product"
"ZP007678A",400,100,1,"product"
"ZP007679A",520,150,1,"product"
"ZP007683A",4300,550,550,"product"
"ZP007677A",500,150,1,"product"
"ZP007698A",2450,1850,800,"product"
"ZP007704",3900,540,540,"product"
"ZP007698",2450,1850,800,"product"
"ZP007753A",2000,1700,600,"product"
"ZP007753",2000,1700,600,"product"
"ZP007770A",3000,2800,100,"product"
"ZP007791",2700,2150,500,"product"
"ZP007803",2110,490,10,"product"
"ZP007802",1550,1000,600,"product"
"ZP007817A",850,850,450,"product"
"ZP007802A",1550,1000,600,"product"
"ZP007818",850,850,450,"product"
"ZP007817",850,850,450,"product"
"ZP007818A",850,850,450,"product"
"ZP007830A",1300,800,400,"product"
"ZP007829A",3600,2300,100,"product"
"ZP007853A",1650,1650,350,"product"
"ZP007901A",1600,900,300,"product"
"ZP007905",2100,1150,20,"product"
"ZP007906",500,300,10,"product"
"ZP007914A",2070,300,10,"product"
"ZP007915A",2120,1590,20,"product"
"ZP007915",2120,1590,20,"product"
"ZP007917A",2900,2900,1000,"product"
"ZP007919",1500,1050,50,"product"
"ZP007919A",1500,1050,50,"product"
"ZP007914",2070,300,10,"product"
"ZP007932",1500,1500,1,"product"
"ZP007949",1750,1150,10,"product"
"ZP007948A",1750,1150,10,"product"
"ZP007948",1750,1150,10,"product"
"ZP007949A",1750,1150,10,"product"
"ZP007986A",1500,1020,10,"product"
"ZP007986",1500,1020,10,"product"
"ZP007985",2130,1600,10,"product"
"ZP007985A",2130,1600,10,"product"
"ZP007974",1000,500,400,"product"
"ZP007994A",1700,1000,30,"product"
"ZP008013A",2300,2300,1000,"product"
"ZP008017A",2400,1900,1100,"product"
"ZP008018",2500,1850,840,"product"
"ZP008019",2020,2020,850,"product"
"ZP008017",2400,1900,1100,"product"
"ZP008019A",2020,2020,850,"product"
"ZP008018A",2500,1850,840,"product"
"ZP008041A",1760,1250,10,"product"
"ZP008041",1760,1250,10,"product"
"ZP008044",2000,1290,660,"product"
"ZP008044A",2000,1290,660,"product"
"ZP008138A",2000,2000,450,"product"
"ZP008136A",1900,1900,450,"product"
"ZP008135A",3300,2600,10,"product"
"ZP008139A",3300,2550,20,"product"
"ZP008138",1900,1900,450,"product"
"ZP008152",2900,2250,450,"product"
"ZP008164A",2900,2400,50,"product"
"ZP008187",2950,2250,700,"product"
"ZP008195A",800,700,1,"product"
"ZP008193A",2200,2000,700,"product"
"ZP008195",800,700,10,"product"
"ZP008194A",2000,1800,500,"product"
"ZP008202",3200,2400,2000,"product"
"ZP008201A",1500,1200,20,"product"
"ZP008201",2300,800,20,"product"
"ZP008202A",3200,2400,2000,"product"
"ZP008233A",950,800,1,"product"
"ZP008244A",2150,1050,1,"product"
"ZP008236A",2100,1150,20,"product"
"ZP008244",2100,1100,10,"product"
"ZP008253",1770,610,410,"product"
"ZP008253A",1770,610,410,"product"
"ZP008258A",2700,2350,850,"product"
"ZP008268",2500,2500,2500,"product"
"ZP008287A",2980,2930,2,"product"
"ZP008289",1600,600,600,"product"
"ZP008290A",1500,1000,10,"product"
"ZP008296A",3200,1200,1000,"product"
"ZP008309",2300,2300,800,"product"
"ZP008320",3450,2500,950,"product"
"ZP008317A",650,500,500,"product"
"ZP008320A",3500,2500,950,"product"
"ZP008324",1540,1140,380,"product"
"ZP008323",4550,1100,20,"product"
"ZP008324A",1540,1140,380,"product"
"ZP008322A",3500,1100,100,"product"
"ZP008347A",4100,3400,100,"product"
"ZP008354A",3000,2350,10,"product"
"ZP008357A",3000,2400,10,"product"
"ZP008356A",4000,2600,10,"product"
"ZP008355A",3000,2400,10,"product"
"ZP008361A",3250,3000,20,"product"
"ZP008359A",4050,2600,10,"product"
"ZP008361",3250,3000,20,"product"
"ZP008358A",3000,2400,40,"product"
"ZP008363A",3250,3000,100,"product"
"ZP008425A",1500,850,10,"product"
"ZP008432",1800,1220,620,"product"
"ZP008432A",1800,1220,620,"product"
"ZP008450",1300,850,500,"product"
"ZP008452",1350,900,450,"product"
"ZP008455A",2800,950,50,"product"
"ZP008454A",1950,1250,600,"product"
"ZP008449",2500,1300,10,"product"
"ZP008466A",920,920,400,"product"
"ZP008469A",5100,1100,100,"product"
"ZP008466",920,920,400,"product"
"ZP008493A",1500,1200,10,"product"
"ZP008494A",2200,1250,300,"product"
"ZP008498A",1950,1000,200,"product"
"ZP008506",2200,1600,650,"product"
"ZP008498",1950,1000,200,"product"
"ZP008506A",2200,1600,650,"product"
"ZP008516A",1820,1220,620,"product"
"ZP008518",2230,1550,10,"product"
"ZP008516",1820,1220,620,"product"
"ZP008518A",2230,1550,2,"product"
"ZP008528A",1750,400,10,"product"
"ZP008539",2450,1950,20,"product"
"ZP008531A",900,800,1,"product"
"ZP008539A",2450,1950,20,"product"
"ZP008543A",850,550,10,"product"
"ZP008545",2200,2000,20,"product"
"ZP008546",3000,3000,30,"product"
"ZP008586",3000,2950,20,"product"
"ZP008612A",930,930,1350,"product"
"ZP008613A",1900,1200,650,"product"
"ZP008635A",500,200,10,"product"
"ZP008625A",3600,3100,150,"product"
"ZP008630",800,600,1,"product"
"ZP008636",500,100,1,"product"
"ZP008637A",500,200,10,"product"
"ZP008634A",500,100,1,"product"
"ZP008636A",500,100,10,"product"
"ZP008657A",1500,100,100,"product"
"ZP008654A",1900,1600,350,"product"
"ZP008669A",2200,1320,720,"product"
"ZP008670A",2750,2730,830,"product"
"ZP008687A",2900,2300,100,"product"
"ZP008689A",3500,2500,900,"product"
"ZP008688A",3500,2500,900,"product"
"ZP008691A",2700,2300,850,"product"
"ZP008702A",2100,2100,350,"product"
"ZP008708A",2300,2300,1000,"product"
"ZP008716A",3100,600,20,"product"
"ZP008717",500,450,10,"product"
"ZP008715A",2200,2000,700,"product"
"ZP008717A",550,450,1,"product"
"ZP008708",2300,2300,1000,"product"
"ZP008729A",1150,250,250,"product"
"ZP008735A",1050,700,100,"product"
"ZP008738A",1700,1700,300,"product"
"ZP008759A",3000,2550,100,"product"
"ZP008762",1300,1200,800,"product"
"ZP008762A",1300,1200,800,"product"
"ZP008770A",2800,2100,1850,"product"
"ZP008782A",950,450,1,"product"
"ZP008786A",2100,1250,150,"product"
"ZP008788A",2100,1500,50,"product"
"ZP008789A",1750,1050,100,"product"
"ZP008797A",1600,150,100,"product"
"ZP008828A",650,450,450,"product"
"ZP008852A",2000,700,700,"product"
"ZP008855A",1950,800,2000,"product"
"ZP008864",2600,1600,1200,"product"
"ZP008894A",3200,1200,300,"product"
"ZP008906A",900,650,30,"product"
"ZP008908",1200,800,40,"product"
"ZP008912A",780,150,50,"product"
"ZP008915A",3200,270,20,"product"
"ZP008915",3200,2700,15,"product"
"ZP008932",3600,2100,18,"product"
"ZP008932A",2100,600,500,"product"
"ZP008931",3600,2100,18,"product"
"ZP008931A",3700,2100,15,"product"
"ZP008971",3200,2300,550,"product"
"ZP008968A",1800,1800,700,"product"
"ZP008972",1100,1000,10,"product"
"ZP008976",1000,1000,1,"product"
"ZP008979A",1700,1200,10,"product"
"ZP008978A",3100,2200,550,"product"
"ZP008977A",3450,2500,800,"product"
"ZP008985A",8500,900,9,"product"
"ZP008981A",3500,2500,900,"product"
"ZP008980A",2700,2300,600,"product"
"ZP008987A",3000,1550,10,"product"
"ZP008986A",8500,900,10,"product"
"ZP008989A",3150,1900,50,"product"
"ZP008988A",4200,1000,10,"product"
"ZP008995A",2000,600,10,"product"
"ZP008994A",2000,600,10,"product"
"ZP008996A",3050,2350,1000,"product"
"ZP009007A",2800,2000,10,"product"
"ZP009006A",1000,600,450,"product"
"ZP009008A",1550,450,950,"product"
"ZP009045A",1900,1200,600,"product"
"ZP009038A",900,650,50,"product"
"ZP009048A",2000,1450,40,"product"
"ZP009052A",1200,800,400,"product"
"ZP009067A",750,750,10,"product"
"ZP009068A",4250,3000,50,"product"
"ZP009064A",2450,1200,1,"product"
"ZP009069A",4200,3000,50,"product"
"ZP009073A",2850,1900,50,"product"
"ZP009072A",2950,1900,30,"product"
"ZP009070A",4500,3200,50,"product"
"ZP009077A",2300,950,20,"product"
"ZP009107A",1000,800,1,"product"
"ZP009099A",600,600,200,"product"
"ZP009105A",400,400,1,"product"
"ZP009106A",1000,400,1,"product"
"ZP009108A",1000,200,200,"product"
"ZP009120A",1500,70,70,"product"
"ZP009118A",270,10,1,"product"
"ZP009127A",3600,3100,800,"product"
"ZP009156A",3500,2250,200,"product"
"ZP009171",1500,1000,10,"product"
"ZP009187A",1950,400,10,"product"
"ZP009194A",4800,3500,50,"product"
"ZP009198A",9100,5400,20,"product"
"ZP009197",3700,1600,450,"product"
"ZP009197A",3700,1600,400,"product"
"ZP009204A",4300,1850,400,"product"
"ZP009203",2900,2350,50,"product"
"ZP009196A",5850,2350,10,"product"
"ZP009200",4200,3000,10,"product"
"ZP009202A",9600,5500,20,"product"
"ZP009199",2200,1900,400,"product"
"ZP009199A",2100,2000,400,"product"
"ZP009201",2600,2000,20,"product"
"ZP009203A",5800,2350,20,"product"
"ZP009201A",2650,2000,10,"product"
"ZP009204",4300,1850,450,"product"
"ZP009208A",10200,4200,20,"product"
"ZP009208",4900,3200,300,"product"
"ZP009200A",4200,3000,20,"product"
"ZP009205A",9100,5400,20,"product"
"ZP009209",400,400,10,"product"
"ZP009207A",10200,4200,10,"product"
"ZP009209A",400,400,1,"product"
"ZP009219A",2200,1700,670,"product"
"ZP009220A",3380,630,280,"product"
"ZP009234",1280,880,20,"product"
"ZP009226",900,750,10,"product"
"ZP009235A",2200,1580,10,"product"
"ZP009253A",5400,5000,2600,"product"
"ZP009256A",250,100,10,"product"
"ZP009254A",3400,900,10,"product"
"ZP009259A",2000,2000,400,"product"
"ZP009261A",2400,700,300,"product"
"ZP009257A",250,100,10,"product"
"ZP009258A",250,100,10,"product"
"ZP009276A",2100,1650,200,"product"
"ZP009291A",6700,5000,20,"product"
"ZP009292",3300,2900,400,"product"
"ZP009293A",6700,4700,10,"product"
"ZP009292A",6700,5000,20,"product"
"ZP009294A",5000,670,20,"product"
"ZP009296",2300,2300,700,"product"
"ZP009303A",3450,2500,800,"product"
"ZP009304A",1500,1250,20,"product"
"ZP009305A",1500,1050,5,"product"
"ZP009309A",6000,4200,10,"product"
"ZP009306",2200,1300,750,"product"
"ZP009311",2900,1800,50,"product"
"ZP009316A",3000,1800,10,"product"
"ZP009318",1800,1300,10,"product"
"ZP009320A",3750,3650,10,"product"
"ZP009316",2950,1800,10,"product"
"ZP009321",5100,90,100,"product"
"ZP009317",1800,1300,400,"product"
"ZP009317A",1750,1300,400,"product"
"ZP009320",3800,3500,10,"product"
"ZP009319A",3750,3600,10,"product"
"ZP009319",3800,3600,10,"product"
"ZP009318A",1800,1400,1,"product"
"ZP009321A",5000,900,40,"product"
"ZP009335",2000,1850,400,"product"
"ZP009335A",2000,1850,400,"product"
"ZP009334A",2200,2000,600,"product"
"ZP009334",2200,2000,650,"product"
"ZP009342",1720,960,520,"product"
"ZP009341",1800,970,560,"product"
"ZP009352",2850,2200,20,"product"
"ZP009345A",1550,1250,750,"product"
"ZP009351A",2950,750,550,"product"
"ZP009350A",1000,1000,350,"product"
"ZP009348A",1400,1000,600,"product"
"ZP009353",2850,2200,20,"product"
"ZP009360",3200,2300,1500,"product"
"ZP009380",3400,700,700,"product"
"ZP009378",3100,2450,1100,"product"
"ZP009383",1500,1050,200,"product"
"ZP009382",1100,500,20,"product"
"ZP009379",2800,1100,600,"product"
"ZP009397A",2100,1460,120,"product"
"ZP009399A",2250,1900,200,"product"
"ZP009402A",1100,700,30,"product"
"ZP009438",2550,800,1,"product"
"ZP009440",600,150,1,"product"
"ZP009436",2150,1400,20,"product"
"ZP009437",550,150,1,"product"
"ZP009441",800,400,100,"product"
"ZP009435",1700,1000,200,"product"
"ZP009439",550,150,1,"product"
"ZP009443",2100,850,100,"product"
"ZP009453",200,150,1,"product"
"ZP009446",2000,1000,500,"product"
"ZP009451",2000,1450,80,"product"
"ZP009458",1200,300,150,"product"
"ZP009454",1900,1500,10,"product"
"ZP009483",2900,1700,20,"product"
"ZP009493",2100,700,750,"product"
"ZP009484",1700,1100,400,"product"
"ZP009485",250,250,1,"product"
"ZP009486",1050,1050,600,"product"
"ZP009500",2600,1600,500,"product"
"ZP009497",1700,600,600,"product"
"ZP009504",1850,1550,350,"product"
"ZP009508",2250,2250,1050,"product"
"ZP009502",2500,1800,600,"product"
"ZP009507",2400,2000,500,"product"
"ZP009503",3000,2200,10,"product"
"ZP009515",3600,3100,150,"product"
"ZP009522",1240,700,50,"product"
"ZP009506",3200,3000,10,"product"
"ZP009518",1000,700,100,"product"
"ZP009531",2700,2000,750,"product"
"ZP009537",2400,1900,350,"product"
"ZP009536",3050,2950,1,"product"
"ZP009544",1850,1550,350,"product"
"ZP009548",1400,1200,20,"product"
"ZP009549",900,600,20,"product"
"ZP009546",2500,2100,400,"product"
"ZP009545",3050,2150,100,"product"
"ZP009550",2300,2100,850,"product"
"ZP009564",450,100,1,"product"
"ZP009562",2000,1500,20,"product"
"ZP009570",1150,750,40,"product"
"ZP009571",2250,1200,10,"product"
"ZP009563",200,200,5,"product"
"ZP009577",3500,2200,800,"product"
"ZP009584",1300,1200,300,"product"
"ZP009586",1850,1800,730,"product"
"ZP009585",3500,3200,100,"product"
"ZP009583",1750,1450,300,"product"
"ZP009592",6250,3750,30,"product"
"ZP009596",2900,2200,600,"product"
"ZP009595",2700,2000,750,"product"
"ZP009597",2700,2050,400,"product"
"ZP009590",900,900,1050,"product"
"ZP009598",3000,1950,10,"product"
"ZP009604",2850,1200,10,"product"
"ZP009593",2500,650,650,"product"
"ZP009599",1800,650,350,"product"
"ZP009600",2450,1500,850,"product"
"ZP009606",2850,1200,10,"product"
"ZP009615",2900,2200,600,"product"
"ZP009609",1750,800,400,"product"
"ZP009608",2850,1200,15,"product"
"ZP009614",550,250,10,"product"
"ZP009607",1750,800,400,"product"
"ZP009605",1500,500,100,"product"
"ZP009619",2250,1200,10,"product"
"ZP009610",3500,1500,50,"product"
"ZP009616",2700,2050,400,"product"
"ZP009621",2250,1200,10,"product"
"ZP009617",2600,2300,20,"product"
"ZP009620",2200,1200,10,"product"
"ZP009618",2250,1200,10,"product"
"ZP009629",2100,1400,100,"product"
"ZP009635",250,100,10,"product"
"ZP009637",4500,4450,20,"product"
"ZP009626",2600,2000,300,"product"
"ZP009639",1750,800,400,"product"
"ZP009636",250,100,10,"product"
"ZP009657",300,100,100,"product"
"ZP009651",2100,1050,50,"product"
"ZP009638",1000,500,20,"product"
"ZP009640",2850,1200,15,"product"
"ZP009660",2500,1500,1100,"product"
"ZP009680",2450,1500,800,"product"
"ZP009695",700,700,1850,"product"
"ZP009697",2300,1750,700,"product"
"ZP009700",3800,2900,30,"product"
"ZP009699",2050,1050,100,"product"
"ZP009698",2300,2100,1400,"product"
"ZP009709",2520,1800,10,"product"
"ZP009715",2050,1450,10,"product"
"ZP009705",1700,800,350,"product"
"ZP009702",2050,1050,100,"product"
"ZP009719",3200,2200,800,"product"
"ZP009722",700,700,3100,"product"
"ZP009730",1400,850,100,"product"
"ZP009718",2500,1500,1100,"product"
"ZP009739",200,100,1,"product"
"ZP009747",1300,450,300,"product"
"ZP009741",250,100,1,"product"
"ZP009744",250,100,10,"product"
"ZP009749",900,800,20,"product"
"ZP009740",250,100,10,"product"
"ZP009742",250,100,10,"product"
"ZP009751",1500,1000,20,"product"
"ZP009748",1700,1100,20,"product"
"ZP009752",4200,2850,10,"product"
"ZP009754",700,600,200,"product"
"ZP009773",1500,1000,1,"product"
"ZP009780",2000,2000,700,"product"
"ZP009782",200,100,10,"product"
"ZP009784",5000,3200,400,"product"
"ZP009788",2400,1500,1050,"product"
"ZP009786",1000,600,100,"product"
"ZP009798",4200,2850,10,"product"
"ZP009797",3000,200,100,"product"
"ZP009792",1550,1050,10,"product"
"ZP009817",250,100,10,"product"
"ZP009804",5200,2450,10,"product"
"ZP009807",1500,1000,10,"product"
"ZP009809",1500,1500,600,"product"
"ZP009803",2000,400,400,"product"
"ZP009810",2500,1500,1050,"product"
"ZP009816",250,100,10,"product"
"ZP009802",5900,5400,20,"product"
"ZP009805",1550,1050,150,"product"
"ZP009811",1200,850,250,"product"
"ZP009808",1600,1100,200,"product"
"ZP009824",2400,2400,1500,"product"
"ZP009829",1700,1400,600,"product"
"ZP009832",3000,2300,1000,"product"
"ZP009837",2300,2100,1350,"product"
"ZP009838",3000,1950,100,"product"
"ZP009833",3300,1500,20,"product"
"ZP009841",1150,850,250,"product"
"ZP009840",2000,1700,1,"product"
"ZP009848",1900,700,2,"product"
"ZP009849",800,400,100,"product"
"ZP009862",900,600,20,"product"
"ZP009865",1150,600,200,"product"
"ZP009851",1450,1200,10,"product"
"ZP009856",1480,1060,10,"product"
"ZP009866",1200,600,300,"product"
"ZP009864",1300,550,300,"product"
"ZP009872",2400,1700,200,"product"
"ZP009861",1400,1200,50,"product"
"ZP009873",1100,800,250,"product"
"ZP009878",4700,3800,20,"product"
"ZP009879",4700,3800,20,"product"
"ZP009877",6400,4400,20,"product"
"ZP009875",2800,1800,1200,"product"
"ZP009867",1000,650,50,"product"
"ZP009876",1950,1050,750,"product"
"ZP009874",1950,1050,800,"product"
"ZP009885",2370,1860,100,"product"
"ZP009882",2450,1900,750,"product"
"ZP009892",3000,2200,750,"product"
"ZP009886",2950,2260,800,"product"
"ZP009883",2200,2200,2000,"product"
"ZP009888",1000,900,1,"product"
"ZP009894",1000,800,2,"product"
"ZP009893",4100,2750,2000,"product"
"ZP009898",3700,850,10,"product"
"ZP009897",1850,1750,100,"product"
"ZP009895",3400,2500,800,"product"
"ZP009902",1790,1290,10,"product"
"ZP009896",3150,2250,150,"product"
"ZP009900",3600,1100,100,"product"
"ZP009901",3600,1100,1,"product"
"ZP009904",5230,2480,10,"product"
"ZP009916",3000,2000,800,"product"
"ZP009914",2300,2100,1350,"product"
"ZP009917",2700,1800,500,"product"
"ZP009931",3500,2500,950,"product"
"ZP009933",2700,2350,850,"product"
"ZP009929",1200,1000,20,"product"
"ZP009963",1350,900,200,"product"
"ZP009970",1700,1150,10,"product"
"ZP009979",1000,750,10,"product"
"ZP009977",3250,2300,800,"product"
"ZP009991",3400,2300,100,"product"
"ZP009996",24000,3500,100,"product"
"ZP009995",3400,2200,150,"product"
"ZP010004",5000,3500,200,"product"
"ZP010008",5300,3700,200,"product"
"ZP010006",5000,3500,200,"product"
"ZP010003",5100,3500,400,"product"
"ZP010005",5300,3700,200,"product"
"ZP010007",5000,3700,200,"product"
"ZP010018",3200,3100,10,"product"
"ZP010017",3000,3000,10,"product"
"ZP010022",2950,1850,1000,"product"
"ZP010019",3300,3050,10,"product"
"ZP010016",2900,1800,1000,"product"
"ZP010023",3000,2000,800,"product"
"ZP010021",2900,1800,1000,"product"
"ZP010052",4100,850,13,"product"
"ZP010054",7200,1100,10,"product"
"ZP010055",3400,850,100,"product"
"ZP010056",3000,2100,750,"product"
"ZP010059",1800,1800,4,"product"
"ZP010053",3600,800,20,"product"
"ZP010070",2100,1100,1,"product"
"ZP010062",3000,2000,750,"product"
"ZP010063",2750,1750,550,"product"
"ZP010061",3050,350,20,"product"
"ZP010065",2950,2100,750,"product"
"ZP010066",2700,2000,500,"product"
"ZP010067",3850,600,10,"product"
"ZP010064",3900,750,20,"product"
"ZP010075",4550,900,20,"product"
"ZP010068",3250,2300,800,"product"
"ZP010071",2200,2000,750,"product"
"ZP010078",1000,750,1,"product"
"ZP010080",3500,2500,1000,"product"
"ZP010074",4500,900,20,"product"
"ZP010082",3200,250,650,"product"
"ZP010085",2400,600,200,"product"
"ZP010073",3100,550,1,"product"
"ZP010081",2450,1900,1,"product"
"ZP010094",450,300,1,"product"
"ZP010100",3400,2500,900,"product"
"ZP010095",4200,1900,10,"product"
"ZP010093",1900,1400,50,"product"
"ZP010090",3200,2200,800,"product"
"ZP010092",1800,1800,720,"product"
"ZP010099",1000,800,1,"product"
"ZP010101",3100,2200,500,"product"
"ZP010117",5300,3600,400,"product"
"ZP010122",5000,3400,800,"product"
"ZP010114",5200,3400,500,"product"
"ZP010116",5000,3300,300,"product"
"ZP010113",5300,3600,400,"product"
"ZP010118",4900,3600,700,"product"
"ZP010125",2500,1500,750,"product"
"ZP010120",4900,3800,1000,"product"
"ZP010121",4800,3300,1200,"product"
"ZP010115",450,360,500,"product"
"ZP010119",4800,3500,1400,"product"
"ZP010123",5100,4000,1200,"product"
"ZP010129",1400,750,750,"product"
"ZP010127",1700,900,20,"product"
"ZP010135",1900,1800,1600,"product"
"ZP010132",2050,1850,50,"product"
"ZP010133",3300,500,10,"product"
"ZP010130",2590,2010,990,"product"
"ZP010143",6400,5800,10,"product"
"ZP010131",2250,2000,750,"product"
"ZP010144",5400,4600,10,"product"
"ZP010142",4500,4300,10,"product"
"ZP010146",2900,1800,1000,"product"
"ZP010145",6350,5800,10,"product"
"ZP010164",3300,3000,10,"product"
"ZP010159",2400,1750,5,"product"
"ZP010153",2950,1900,20,"product"
"ZP010158",3400,2500,900,"product"
"ZP010161",2950,2300,1000,"product"
"ZP010155",3400,2500,900,"product"
"ZP010163",2800,2100,10,"product"
"ZP010166",2200,2200,1400,"product"
"ZP010154",1800,1300,30,"product"
"ZP010169",1660,960,120,"product"
"ZP010176",4300,50,3350,"product"
"ZP010187",650,450,450,"product"
"ZP010177",900,900,600,"product"
"ZP010188",1650,1100,10,"product"
"ZP010192",900,900,20,"product"
"ZP010180",1700,1500,600,"product"
"ZP010189",2200,1500,700,"product"
"ZP010199",1500,1200,100,"product"
"ZP010195",1200,1200,200,"product"
"ZP010203",2850,950,500,"product"
"ZP010201",1700,1400,300,"product"
"ZP010207",1950,1300,1150,"product"
"ZP010211",1950,1650,600,"product"
"ZP010209",2100,1600,1400,"product"
"ZP010221",1050,400,1,"product"
"ZP010215",1300,1100,150,"product"
"ZP010220",2800,1000,10,"product"
"ZP010212",1550,1000,450,"product"
"ZP010218",1000,90,650,"product"
"ZP010230",2000,1400,3,"product"
"ZP010242",2900,2300,20,"product"
"ZP010222",1650,1100,10,"product"
"ZP010235",1700,1200,10,"product"
"ZP010237",3200,2400,2000,"product"
"ZP010244",2500,2000,1,"product"
"ZP010241",1500,900,1,"product"
"ZP010250",3500,2400,100,"product"
"ZP010238",3500,2600,20,"product"
"ZP010232",3300,2550,100,"product"
"ZP010236",1300,900,100,"product"
"ZP010259",1600,1000,300,"product"
"ZP010243",2700,2150,1900,"product"
"ZP010267",3000,2300,1000,"product"
"ZP010234",1500,1000,10,"product"
"ZP010280",1000,1000,300,"product"
"ZP010270",2300,2300,950,"product"
"ZP010291",2500,1500,1050,"product"
"ZP010272",1950,1650,800,"product"
"ZP010290",2500,1500,100,"product"
"ZP010261",1800,1300,100,"product"
"ZP010269",2500,1500,1050,"product"
"ZP010264",1900,1100,390,"product"
"ZP010283",1650,1120,350,"product"
"ZP010293",5250,2470,10,"product"
"ZP010271",2000,1850,800,"product"
"ZP010263",1800,1100,400,"product"
"ZP010265",3150,600,600,"product"
"ZP010240",1950,1600,800,"product"
"ZP010309",1800,1100,50,"product"
"ZP010273",2200,1830,1200,"product"
"ZP010300",3400,2500,30,"product"
"ZP010321",3100,600,600,"product"
"ZP010281",2100,1400,100,"product"
"ZP010302",3050,2150,10,"product"
"ZP010320",3100,600,600,"product"
"ZP010328",2000,1850,500,"product"
"ZP010292",1800,1500,800,"product"
"ZP010294",3440,2280,10,"product"
"ZP010329",2650,2000,500,"product"
"ZP010337",3350,2400,1900,"product"
"ZP010323",3200,2050,20,"product"
"ZP010336",2950,1950,1,"product"
"ZP010301",1550,1250,10,"product"
"ZP010315",1600,1500,100,"product"
"ZP010258",2700,2350,850,"product"
"ZP010268",3500,2800,1000,"product"
"ZP010339",2900,2050,1,"product"
"ZP010330",3000,2100,500,"product"
"ZP010295",2650,2100,1350,"product"
"ZP010260",1850,1100,200,"product"
"ZP010285",3200,2700,100,"product"
"ZP010322",3500,2200,800,"product"
"ZP010316",1800,700,90,"product"
